name,colony,week,day,time,voxel,volume,surface area,subset,treatment,entrance_entrance_dist,weighted_diameter,mean_clustering,modularity,unweighted_diameter,efficiency,density,chamber_degree,chamber_ids,cham_betweenness_centrality_list,chamber_eff_centrality,nest_entrances,junctions,edge_num,degree_hetero,inter-chamber_density,path_old_entrance_to_new_chamber,path_new_entrance_to_new_chamber,chamber_chamber_ids,chamber_volumes,ne_ne_dist,,new_ne_count,new_cham_count
R1C1SK_TUE,1,1,TUE,0,0.0165251,4044.77,3807.93,1,SHAM,,42.300361772899,0,0.528061224489796,7,0.396734693877551,0.133333333333333,[],[],[],[],4,6,14,0.582482372510717,[],,,[],[],,,4,0
R1C1SK_WED,1,1,WED,24,0.0165547,14079.7,15472,1,SHAM,"[4.443264080324282, 0.7286825011621997, 6.350860665098866, 1.2462291873889018, 1.0261881832782924, 3.6197851628238946, 3.118599154668647, 5.3426529926619795, 1.0261881832782924, 1.0616242273045582, 5.865079539102604, 0.22912878474779197, 2.654096232712748, 2.5912377351374003, 4.337357375176733, 0.7286825011621997, 5.648788719716822, 1.2041785581881117, 1.0616242273045582, 3.262277856421798, 2.467795169782127, 4.443264080324282, 4.337357375176733, 7.8404008188357315, 5.511881802070868, 5.3426529926619795, 7.3743534504727934, 5.758491816439439, 5.758491816439439, 3.118599154668647, 2.467795169782127, 3.3423777464553592, 2.45805065041386, 2.5912377351374003, 2.0585365706005825, 7.3743534504727934, 3.6197851628238946, 3.262277856421798, 4.319266061786424, 2.433007770743859, 2.654096232712748, 2.0585365706005825, 5.511881802070868, 1.2462291873889018, 1.2041785581881117, 5.726679491642605, 0.22912878474779197, 2.433007770743859, 2.45805065041386, 7.8404008188357315, 6.350860665098866, 5.648788719716822, 5.726679491642605, 5.865079539102604, 4.319266061786424, 3.3423777464553592]",163.445796517105,0.039855072463768,0.564943059402893,10,0.292463001303582,0.055072463768116,[3],['R1C1SK_15'],[0.0013153109533993144],[0.14889446810185475],8,30,57,0.458831467741123,[],,"[65.34460323617337, 64.22361899939679, 32.41699496504875, 75.52452861533577, 41.08385224559278, 62.00696846045791, 63.29436349414421, 46.37272815202745]",[],[0.8977001537589496],"[1.2041785581881117, 4.443264080324282, 4.337357375176733, 7.8404008188357315, 5.511881802070868, 5.3426529926619795, 7.3743534504727934, 5.758491816439439, 4.443264080324282, 0.7286825011621997, 6.350860665098866, 1.2462291873889018, 1.0261881832782924, 3.6197851628238946, 3.118599154668647, 4.337357375176733, 0.7286825011621997, 5.648788719716822, 1.2041785581881117, 1.0616242273045582, 3.262277856421798, 2.467795169782127, 7.8404008188357315, 6.350860665098866, 5.648788719716822, 5.726679491642605, 5.865079539102604, 4.319266061786424, 3.3423777464553592, 5.511881802070868, 1.2462291873889018, 1.2041785581881117, 5.726679491642605, 0.22912878474779197, 2.433007770743859, 2.45805065041386, 5.3426529926619795, 1.0261881832782924, 1.0616242273045582, 5.865079539102604, 0.22912878474779197, 2.654096232712748, 2.5912377351374003, 7.3743534504727934, 3.6197851628238946, 3.262277856421798, 4.319266061786424, 2.433007770743859, 2.654096232712748, 2.0585365706005825, 5.758491816439439, 3.118599154668647, 2.467795169782127, 3.3423777464553592, 2.45805065041386, 2.5912377351374003, 2.0585365706005825]",,8,1
R1C1SK_THU,1,1,THU,48,0.0167305,14565.83,16007.33,1,SHAM,[],63.6698047215916,0.041666666666667,0.490388038447846,10,0.31735297110297,0.067948717948718,[3],['R1C1SK_15'],[0.011937410492506274],[0.38947268935009777],6,29,53,0.382511979862515,[],[],,[],[0.9360548309161266],"[2.0585365706005825, 4.946032210267134, 3.5741092771486436, 3.1093513190053, 6.347516886547054, 0.6661870045265068, 4.946032210267134, 7.699087754403114, 6.0097692551378366, 7.8643217444354345, 4.805829532973469, 3.5741092771486436, 7.699087754403114, 2.0625276361784834, 4.368908359075525, 3.237252422966117, 3.1093513190053, 6.0097692551378366, 2.0625276361784834, 3.36016547211592, 2.507458075422199, 6.347516886547054, 7.8643217444354345, 4.368908359075525, 3.36016547211592, 5.70152733923113, 0.6661870045265068, 4.805829532973469, 3.237252422966117, 2.507458075422199, 5.70152733923113]",,6,1
R1C1SK_FRI,1,1,FRI,72,0.0165395,14593.83,15473.16,1,SHAM,"[3.369340885099043, 3.038360680531527, 6.005067606041168, 2.539160909631368, 2.4293335505854277, 2.6277935611459284, 3.024774061810237, 4.78791478131399, 4.938896954280378, 4.1584305482958355, 3.038360680531527, 5.009684982611183, 5.980205765690676, 5.009684982611183, 5.77555838885947, 4.188775014846226, 1.1547105697966047, 2.6277935611459284, 3.4263884959239514, 4.938896954280378, 8.501217200532228, 4.508111397802853, 2.539160909631368, 4.188775014846226, 3.024774061810237, 7.748889417402019, 3.4263884959239514, 5.619892926026261, 3.369340885099043, 5.980205765690676, 5.619892926026261, 4.1584305482958355, 4.7171537449106955, 4.508111397802853, 2.4293335505854277, 1.1547105697966047]",133.709789610814,0.022988505747127,0.513513513513513,8,0.351231527093595,0.091133004926108,[3],['R1C1SK_15'],[-0.013759801776943439],[0.1945896968932019],7,18,37,0.431587011423549,[],[],[],[],[0.0703252982621576],"[5.619892926026261, 3.024774061810237, 7.748889417402019, 3.4263884959239514, 5.619892926026261, 3.369340885099043, 5.980205765690676, 3.024774061810237, 4.78791478131399, 4.938896954280378, 4.1584305482958355, 3.038360680531527, 5.009684982611183, 7.748889417402019, 4.78791478131399, 8.501217200532228, 4.7171537449106955, 6.005067606041168, 5.77555838885947, 3.4263884959239514, 4.938896954280378, 8.501217200532228, 4.508111397802853, 2.539160909631368, 4.188775014846226, 5.619892926026261, 4.1584305482958355, 4.7171537449106955, 4.508111397802853, 2.4293335505854277, 1.1547105697966047, 3.369340885099043, 3.038360680531527, 6.005067606041168, 2.539160909631368, 2.4293335505854277, 2.6277935611459284, 5.980205765690676, 5.009684982611183, 5.77555838885947, 4.188775014846226, 1.1547105697966047, 2.6277935611459284]",,7,1
R1C1SK_MON,1,1,MON,144,0.0165251,14909.14,16633.06,1,SHAM,"[4.849080513677309, 3.059648427515816, 4.208821272042803, 3.0848399472257872, 4.958892882993139, 5.034101657694251, 6.03254327196457, 3.382121523541104, 2.4005601429666372, 2.510137122748476, 2.815342607925366, 3.0848399472257872, 7.8285736937276775, 4.787293763508251, 6.03254327196457, 8.513298906159998, 5.484337592465019, 4.849080513677309, 4.787293763508251, 5.616757872652158, 2.4005601429666372, 4.435795066839765, 0.8983646253053378, 4.208821272042803, 8.513298906159998, 3.4206152041701503, 4.435795066839765, 2.510137122748476, 4.4654831625480345, 4.958892882993139, 7.8285736937276775, 5.616757872652158, 3.382121523541104, 3.4206152041701503, 6.154503879274105, 3.059648427515816, 5.484337592465019, 6.154503879274105, 0.8983646253053378, 2.815342607925366, 4.4654831625480345, 5.034101657694251]",85.4590380075598,0.03125,0.563194444444445,10,0.278124296408871,0.053191489361702,[4],['R1C1SK_15'],[0.012781658187751406],[0.45374389317736297],7,33,60,0.4,[],,[],[],[1.0070718255302968],"[0.8983646253053378, 7.8285736937276775, 4.787293763508251, 6.03254327196457, 8.513298906159998, 5.484337592465019, 4.849080513677309, 7.8285736937276775, 5.616757872652158, 3.382121523541104, 3.4206152041701503, 6.154503879274105, 3.059648427515816, 4.787293763508251, 5.616757872652158, 2.4005601429666372, 4.435795066839765, 0.8983646253053378, 4.208821272042803, 6.03254327196457, 3.382121523541104, 2.4005601429666372, 2.510137122748476, 2.815342607925366, 3.0848399472257872, 8.513298906159998, 3.4206152041701503, 4.435795066839765, 2.510137122748476, 4.4654831625480345, 4.958892882993139, 5.484337592465019, 6.154503879274105, 0.8983646253053378, 2.815342607925366, 4.4654831625480345, 5.034101657694251, 4.849080513677309, 3.059648427515816, 4.208821272042803, 3.0848399472257872, 4.958892882993139, 5.034101657694251]",,7,1
R1C2PM_TUE,1,1,TUE,0,0.0165251,11741.1,12898.38,2,PATHOGEN,,73.077482186344,0.051282051282051,0.598298676748582,10,0.294529593213804,0.062078272604588,"[3, 3, 3, 3]","['R1C2PM_16', 'R1C2PM_33', 'R1C2PM_7', 'R1C2PM_14']","[-0.019034270107659124, -0.02485911631920074, -0.02462654083928176, -0.02477027107024616]","[0.37145523401595737, 0.14372146225955992, 0.1962319885715446, 0.1962319885715446]",1,22,46,0.444988901966494,"[0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]",,,"['R1C2PM_16', 'R1C2PM_33', 'R1C2PM_7', 'R1C2PM_14']","[1.734990705909808, 0.8552771085470885, 1.1000945242740592, 0.6715509148591954]",,,1,4
R1C2PM_WED,1,1,WED,24,0.0165547,21701.47,22510.1,2,PATHOGEN,"[3.5116922380812348, 1.5607968330010946, 5.171933795738302, 3.6778991370754035, 8.414905740940076, 6.872899533675724, 4.731618578774075, 4.970662361547, 8.554704036970318, 8.421439630676279, 3.5126524839010553, 8.414905740940076, 8.479542542063001, 7.278175312460276, 3.9913131694225963, 8.241831899911952, 0.20511170736942386, 2.1445128899487296, 5.021374077381609, 3.6778991370754035, 8.479542542063001, 3.7578670895203308, 4.5703212346070385, 1.414689321017164, 5.079831081099055, 4.951356395994562, 5.171933795738302, 5.021374077381609, 3.5126524839010553, 4.781754091073692, 0.4815563959703992, 4.997836919608321, 1.96911657797507, 5.079831081099055, 3.5116922380812348, 0.20511170736942386, 8.554704036970318, 3.9579197029500235, 4.6223218597367275, 1.6167730785425662, 1.6167730785425662, 3.4841727413270234, 4.997836919608321, 4.970662361547, 1.414689321017164, 8.241831899911952, 2.438276299458286, 4.615599805279917, 3.9579197029500235, 5.564917654728259, 4.781754091073692, 6.872899533675724, 3.7578670895203308, 7.278175312460276, 4.595164673327822, 2.438276299458286, 1.96911657797507, 4.951356395994562, 1.5607968330010946, 2.1445128899487296, 8.421439630676279, 5.564917654728259, 4.472527746298089, 3.4841727413270234, 4.6223218597367275, 4.472527746298089, 0.4815563959703992, 4.731618578774075, 4.5703212346070385, 3.9913131694225963, 4.595164673327822, 4.615599805279917]",254.634624330093,0.039430894308943,0.665733300868436,14,0.230224618300498,0.033423667570009,"[3, 3]","['R1C2PM_4', 'R1C2PM_14']","[0.0076620402179832445, 0.008370858121357787]","[0.1253005583365757, 0.10050616140958293]",9,59,111,0.429702342980606,"[1.0, 1.0]",,"[16.832657474273063, 94.00553936005244, 43.22451430729197, 35.282393234160004, 44.655837251907066, 38.56150758790724, 52.058807448369826, 48.255334988678314, 34.81077142137491]","['R1C2PM_4', 'R1C2PM_14']","[0.1706113691021127, 0.22382789864788002]","[8.554704036970318, 1.96911657797507, 5.079831081099055, 3.5116922380812348, 0.20511170736942386, 8.554704036970318, 3.9579197029500235, 4.6223218597367275, 1.6167730785425662, 1.96911657797507, 4.951356395994562, 1.5607968330010946, 2.1445128899487296, 8.421439630676279, 5.564917654728259, 4.472527746298089, 3.4841727413270234, 5.079831081099055, 4.951356395994562, 5.171933795738302, 5.021374077381609, 3.5126524839010553, 4.781754091073692, 0.4815563959703992, 4.997836919608321, 3.5116922380812348, 1.5607968330010946, 5.171933795738302, 3.6778991370754035, 8.414905740940076, 6.872899533675724, 4.731618578774075, 4.970662361547, 0.20511170736942386, 2.1445128899487296, 5.021374077381609, 3.6778991370754035, 8.479542542063001, 3.7578670895203308, 4.5703212346070385, 1.414689321017164, 8.554704036970318, 8.421439630676279, 3.5126524839010553, 8.414905740940076, 8.479542542063001, 7.278175312460276, 3.9913131694225963, 8.241831899911952, 3.9579197029500235, 5.564917654728259, 4.781754091073692, 6.872899533675724, 3.7578670895203308, 7.278175312460276, 4.595164673327822, 2.438276299458286, 4.6223218597367275, 4.472527746298089, 0.4815563959703992, 4.731618578774075, 4.5703212346070385, 3.9913131694225963, 4.595164673327822, 4.615599805279917, 1.6167730785425662, 3.4841727413270234, 4.997836919608321, 4.970662361547, 1.414689321017164, 8.241831899911952, 2.438276299458286, 4.615599805279917]",,9,2
R1C2PM_THU,1,1,THU,48,0.0167305,22210.08,24296.26,2,PATHOGEN,"[4.040308048280477, 8.125260626589156, 4.792138653565859, 5.148245344289644, 7.496911805870468, 6.33408836179288, 4.040308048280477, 1.7485048255581108, 6.180587027135854, 3.4580815852145537, 3.4580815852145537, 6.604815506507354, 7.496911805870468, 3.4440233920518013, 8.596679373455775, 6.180587027135854, 4.782075948267656, 5.148245344289644, 5.199862317888812, 8.596679373455775]",93.2861133672538,0.081972789115646,0.659078975005251,13,0.221951480503975,0.029034294130023,"[4, 3]","['R1C2PM_145', 'R1C2PM_180']","[-0.006545879750560365, -0.0061025297714497224]","[0.37538287435601, 0.06453208174507434]",6,77,138,0.349031726921516,"[1.0, 1.0]","[43.444106573095034, 45.901284532006365, 18.326803115083443, 20.78398107399478]","[57.176902648130834, 59.634080607042165, 21.907087900487454, 24.36426585939879, 32.507150372235884, 29.999544974191387, 34.05423075736337, 36.51140871627471]","['R1C2PM_145', 'R1C2PM_180']","[2.1563034066423583, 2.315188920816006]","[4.040308048280477, 6.33408836179288, 4.040308048280477, 1.7485048255581108, 6.180587027135854, 3.4580815852145537, 6.33408836179288, 8.125260626589156, 4.592844801971867, 4.782075948267656, 6.604815506507354, 4.040308048280477, 8.125260626589156, 4.792138653565859, 5.148245344289644, 7.496911805870468, 1.7485048255581108, 4.592844801971867, 4.792138653565859, 5.199862317888812, 3.4440233920518013, 6.180587027135854, 4.782075948267656, 5.148245344289644, 5.199862317888812, 8.596679373455775, 3.4580815852145537, 6.604815506507354, 7.496911805870468, 3.4440233920518013, 8.596679373455775]",,6,2
R1C2PM_FRI,1,1,FRI,72,0.0165395,24401.71,27452.51,2,PATHOGEN,"[8.108716640905637, 4.4743956094999575, 3.5149869132046567, 5.194155579832009, 0.5957403482222772, 2.165663449784932, 0.31216982557575906, 6.655899008058096, 2.6817228094198144, 5.369252649636167, 6.766566656178006, 8.556380687004143, 0.6764134275722218, 7.598714751522129, 3.638016622462369, 8.34659525270634, 8.687770851892909, 6.995577415410397, 5.283409961223848, 6.573221380152962, 6.766566656178006, 5.339292703553418, 8.083722182281656, 8.659851381699632, 7.061830596041476, 6.4021608607953615, 4.351201998083403, 5.039941276474608, 2.132061212916974, 0.24879311812226645, 4.83545937095174, 6.959806110215777, 5.615170101219107, 5.369252649636167, 4.620555264166716, 2.9839822477165474, 8.659851381699632, 5.349214012795478, 5.931132486981302, 4.863210916057672, 6.056270392122531, 4.581135462415404, 7.750984405222345, 8.758993390166724, 8.22715066487177, 8.108716640905637, 2.2986895477029408, 6.676267843661794, 4.351201998083403, 7.598714751522129, 1.164374922839504, 8.415113357079631, 6.676267843661794, 4.81357195610105, 0.8925493552529742, 2.764527588768558, 2.105376957414634, 4.679443285572614, 2.97775361666517, 2.6817228094198144, 5.9449150149649945, 2.9839822477165474, 8.083722182281656, 7.425523477443359, 3.3322552153627893, 4.581135462415404, 5.068175492256804, 1.9039250740247105, 4.6537367646870615, 6.831450412630861, 5.446327403627145, 5.194155579832009, 4.776138726703691, 2.764527588768558, 0.24879311812226645, 8.687770851892909, 5.566188487056247, 5.767948644232194, 8.758993390166724, 4.228261936298781, 5.414068518936047, 6.831450412630861, 2.6911206929426954, 1.8606619427597195, 2.165663449784932, 6.873433430181791, 4.679443285572614, 6.959806110215777, 5.283409961223848, 8.934480493758961, 1.534416808875402, 8.415113357079631, 4.452156458707679, 4.1442950697314025, 5.767948644232194, 1.2396070193815467, 1.534416808875402, 0.3692358663510371, 0.6764134275722218, 6.816265081990926, 3.3322552153627893, 5.931132486981302, 6.4021608607953615, 8.78672189611618, 1.164374922839504, 4.8261566610697075, 6.8910667143002975, 5.566188487056247, 8.262893104774955, 8.934480493758961, 8.637320104403766, 8.556380687004143, 2.122120811424564, 7.425523477443359, 5.349214012795478, 7.061830596041476, 8.78672189611618, 8.22715066487177, 4.431939030527439, 3.799117397501688, 5.446327403627145, 0.8903954528747323, 1.8606619427597195, 0.31216982557575906, 6.703320752095095, 2.97775361666517, 5.615170101219107, 6.573221380152962, 8.637320104403766, 0.3692358663510371, 7.750984405222345, 4.41869549206126, 2.9398562996343887, 4.6537367646870615, 2.6911206929426954, 0.8903954528747323, 0.5957403482222772, 6.419587044679646, 2.105376957414634, 4.83545937095174, 6.995577415410397, 8.262893104774955, 1.2396070193815467]",156.725067817181,0.038929440389295,0.697326869806094,16,0.187625691748974,0.020395019321597,"[4, 3, 4, 3, 3, 3, 3, 3]","['R1C2PM_248', 'R1C2PM_245', 'R1C2PM_185', 'R1C2PM_269', 'R1C2PM_244', 'R1C2PM_197', 'R1C2PM_231', 'R1C2PM_180']","[0.0007347684792423214, -0.0006282753087086977, -0.00027652619677332076, 0.0010635559879782382, 0.002086518724815167, 0.0014249567827478837, -0.004506562618371852, -0.003991367177814319]","[0.1096125403791286, 0.15167610575881965, 0.3083837037433529, 0.06853292146150985, 0.07462427917523025, 0.07343791071852851, -0.007012987140253516, 0.02524272625214129]",14,97,190,0.369603366055351,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.0, 0.0]","[56.20042687313786, 43.47580607812546, 69.49607776402533, 50.98582491314098, 48.47536576199162, 46.36299839901209, 61.97472811053538, 26.612550003706307, 29.388488898392943, 25.28494336299764, 25.733536393388455, 24.388929214526787, 26.501296577506317, 21.915792554513324, 23.167345568089356, 25.943284462775992, 21.83973892738069, 22.288331957771504, 20.943724778909836, 23.056092141889366, 18.470588118896373]","[95.5777574251943, 109.47525513753689, 107.10033555391803, 105.82030263253242, 104.47569545367074, 106.58806281665028, 105.41728615439811, 34.15232690234104, 44.855872075435805, 37.21373322985353, 41.20091957043131, 39.856312391569645, 41.968679754549186, 34.36406302133644, 57.135530555570774, 45.750955871333126, 55.80792391486211, 53.26097470634865, 48.847626949923644, 48.63814819221976, 52.43877310637779, 25.752910852599616, 28.52884974728625, 24.42530421189095, 24.873897242281764, 23.529290063420095, 25.64165742639963, 21.056153403406636, 52.87245468462163, 43.72321976680338, 69.3122672689714, 47.7597295776785, 48.722779450669535, 46.610412087689994, 58.64675592201915, 57.070623550415554, 45.686048866177906, 55.74301690970689, 53.19606770119343, 48.78271994476843, 48.57324118706454, 52.37386610122257, 48.228181978346036, 62.12567969068864, 59.750760107069766, 58.470727185684154, 57.12612000682249, 59.238487369802016, 58.067710707549864, 92.01809721781198, 105.91559493015458, 103.5406753465357, 102.2606424251501, 100.91603524628843, 103.02840260926796, 101.8576259470158, 29.722800844904587, 32.49873973959122, 28.395194204195917, 28.843787234586735, 27.499180055725063, 29.6115474187046, 25.026043395711604, 93.46161122972286, 107.35910894206546, 104.98418935844659, 103.70415643706097, 102.35954925819931, 104.47191662117883, 103.30113995892668, 88.17941909111312, 86.3514193582576, 99.70199721983685, 90.38792916913272, 91.35097904212375, 89.23861167914421, 98.01894782031695]","['R1C2PM_248', 'R1C2PM_245', 'R1C2PM_185', 'R1C2PM_269', 'R1C2PM_244', 'R1C2PM_197', 'R1C2PM_231', 'R1C2PM_180']","[0.22738513104764285, 0.7743344668865524, 0.25407849694715, 0.48365656740296764, 0.5002170408647016, 0.5937572494133994, 0.14223858713023488, 0.3175981211839375]","[6.766566656178006, 4.863210916057672, 6.056270392122531, 4.581135462415404, 7.750984405222345, 8.758993390166724, 8.22715066487177, 8.108716640905637, 2.2986895477029408, 6.676267843661794, 4.351201998083403, 7.598714751522129, 1.164374922839504, 8.415113357079631, 4.863210916057672, 4.888555046771234, 5.068175492256804, 4.41869549206126, 4.228261936298781, 4.431939030527439, 4.4743956094999575, 2.725331178986556, 4.81357195610105, 5.039941276474608, 3.638016622462369, 4.8261566610697075, 4.452156458707679, 6.056270392122531, 4.888555046771234, 1.9039250740247105, 2.9398562996343887, 5.414068518936047, 3.799117397501688, 3.5149869132046567, 5.593637365835289, 0.8925493552529742, 2.132061212916974, 8.34659525270634, 6.8910667143002975, 4.1442950697314025, 4.581135462415404, 5.068175492256804, 1.9039250740247105, 4.6537367646870615, 6.831450412630861, 5.446327403627145, 5.194155579832009, 4.776138726703691, 2.764527588768558, 0.24879311812226645, 8.687770851892909, 5.566188487056247, 5.767948644232194, 7.750984405222345, 4.41869549206126, 2.9398562996343887, 4.6537367646870615, 2.6911206929426954, 0.8903954528747323, 0.5957403482222772, 6.419587044679646, 2.105376957414634, 4.83545937095174, 6.995577415410397, 8.262893104774955, 1.2396070193815467, 8.758993390166724, 4.228261936298781, 5.414068518936047, 6.831450412630861, 2.6911206929426954, 1.8606619427597195, 2.165663449784932, 6.873433430181791, 4.679443285572614, 6.959806110215777, 5.283409961223848, 8.934480493758961, 1.534416808875402, 8.22715066487177, 4.431939030527439, 3.799117397501688, 5.446327403627145, 0.8903954528747323, 1.8606619427597195, 0.31216982557575906, 6.703320752095095, 2.97775361666517, 5.615170101219107, 6.573221380152962, 8.637320104403766, 0.3692358663510371, 8.108716640905637, 4.4743956094999575, 3.5149869132046567, 5.194155579832009, 0.5957403482222772, 2.165663449784932, 0.31216982557575906, 6.655899008058096, 2.6817228094198144, 5.369252649636167, 6.766566656178006, 8.556380687004143, 0.6764134275722218, 2.2986895477029408, 2.725331178986556, 5.593637365835289, 4.776138726703691, 6.419587044679646, 6.873433430181791, 6.703320752095095, 6.655899008058096, 5.9449150149649945, 4.620555264166716, 5.339292703553418, 2.122120811424564, 6.816265081990926, 6.676267843661794, 4.81357195610105, 0.8925493552529742, 2.764527588768558, 2.105376957414634, 4.679443285572614, 2.97775361666517, 2.6817228094198144, 5.9449150149649945, 2.9839822477165474, 8.083722182281656, 7.425523477443359, 3.3322552153627893, 4.351201998083403, 5.039941276474608, 2.132061212916974, 0.24879311812226645, 4.83545937095174, 6.959806110215777, 5.615170101219107, 5.369252649636167, 4.620555264166716, 2.9839822477165474, 8.659851381699632, 5.349214012795478, 5.931132486981302, 7.598714751522129, 3.638016622462369, 8.34659525270634, 8.687770851892909, 6.995577415410397, 5.283409961223848, 6.573221380152962, 6.766566656178006, 5.339292703553418, 8.083722182281656, 8.659851381699632, 7.061830596041476, 6.4021608607953615, 1.164374922839504, 4.8261566610697075, 6.8910667143002975, 5.566188487056247, 8.262893104774955, 8.934480493758961, 8.637320104403766, 8.556380687004143, 2.122120811424564, 7.425523477443359, 5.349214012795478, 7.061830596041476, 8.78672189611618, 8.415113357079631, 4.452156458707679, 4.1442950697314025, 5.767948644232194, 1.2396070193815467, 1.534416808875402, 0.3692358663510371, 0.6764134275722218, 6.816265081990926, 3.3322552153627893, 5.931132486981302, 6.4021608607953615, 8.78672189611618]",,12,8
