chamber_info_centrality,treatment,name,day,time,week,subset,colony,chamber_id
0.058771018182041,PATHOGEN,R3C2PM_FRI,FRI,72,3,6,2,R3C2PM_138
0.028475882677176,PATHOGEN,R3C2PM_FRI,FRI,72,3,6,2,R3C2PM_21
0.367558786300574,PATHOGEN,R3C2PM_FRI,FRI,72,3,6,2,R3C2PM_157
0.208987346910614,PATHOGEN,R3C2PM_FRI,FRI,72,3,6,2,R3C2PM_172
0.027729437703266,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_185
0.076409020350997,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_10
0.291603701568922,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_154
0.048651070709233,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_291
0.039812293447449,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_7
0.561591230675476,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_238
1,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_32
0.202118990494259,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_138
0.218622673545641,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_180
0.102098426703276,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_172
-0.006664828452961,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_133
0.148612166532976,PATHOGEN,R3C2PM_MON,MON,144,3,6,2,R3C2PM_157
0.165140458717654,PATHOGEN,R4C1PK_MON,MON,144,4,7,2,R4C1PK_68
0.365334907080053,PATHOGEN,R4C1PK_MON,MON,144,4,7,2,R4C1PK_121
0.012557197425598,SHAM,R4C2SM_FRI,FRI,72,4,8,2,R4C2SM_95
-0.029105837502794,SHAM,R4C2SM_MON,MON,144,4,8,2,R4C2SM_95
1,SHAM,R5C1SK_TUE,TUE,0,5,9,3,R5C1SK_10
-0.089538935256462,SHAM,R5C1SK_TUE,TUE,0,5,9,3,R5C1SK_7
0.061910765698798,SHAM,R5C1SK_WED,WED,24,5,9,3,R5C1SK_12
0.042942360888952,SHAM,R5C1SK_WED,WED,24,5,9,3,R5C1SK_10
0.220771155981254,SHAM,R5C1SK_WED,WED,24,5,9,3,R5C1SK_32
0.910238798667694,SHAM,R5C1SK_WED,WED,24,5,9,3,R5C1SK_21
1,SHAM,R5C1SK_WED,WED,24,5,9,3,R5C1SK_7
0.076995482483191,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_12
0.161887029622048,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_7
0.497280932892305,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_23
0.398963715281364,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_21
0.088520904211531,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_32
0.154203415136489,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_10
0.087157682286675,SHAM,R5C1SK_THU,THU,48,5,9,3,R5C1SK_46
0.018179523770951,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_32
0.359348223021261,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_21
0.102476179199715,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_23
0.272200124747964,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_7
0.148115835457314,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_10
0.016749340994212,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_12
0.170592139291701,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_17
0.076326268625092,SHAM,R5C1SK_FRI,FRI,72,5,9,3,R5C1SK_46
0.257103386979221,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_10
0.065603807314248,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_32
0.493678361973251,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_23
0.091237258078772,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_46
0.078988448567761,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_17
0.372079615174573,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_21
0.025824088484162,SHAM,R5C1SK_MON,MON,144,5,9,3,R5C1SK_12
0.901872104255004,PATHOGEN,R5C2PM_WED,WED,24,5,10,3,R5C2PM_13
0.163663823447554,PATHOGEN,R5C2PM_WED,WED,24,5,10,3,R5C2PM_27
0.791073995413508,PATHOGEN,R5C2PM_THU,THU,48,5,10,3,R5C2PM_13
0.136913082190615,PATHOGEN,R5C2PM_THU,THU,48,5,10,3,R5C2PM_27
0.10425897137961,PATHOGEN,R5C2PM_THU,THU,48,5,10,3,R5C2PM_39
-0.012066176974502,PATHOGEN,R5C2PM_THU,THU,48,5,10,3,R5C2PM_29
0.066807734200407,PATHOGEN,R5C2PM_FRI,FRI,72,5,10,3,R5C2PM_86
0.348527618227613,PATHOGEN,R5C2PM_FRI,FRI,72,5,10,3,R5C2PM_13
0.025909350132328,PATHOGEN,R5C2PM_FRI,FRI,72,5,10,3,R5C2PM_29
0.110288567678934,PATHOGEN,R5C2PM_FRI,FRI,72,5,10,3,R5C2PM_27
0.266160429925865,PATHOGEN,R5C2PM_FRI,FRI,72,5,10,3,R5C2PM_39
0.405604232842889,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_27
0.21236246107003,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_29
0.219523353103951,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_39
0.082201736920579,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_13
0.038203584136762,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_88
0.042520781150922,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_86
0.056535176062757,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_117
0.278384955327977,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_114
0.092535621313345,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_100
0.05022892803502,PATHOGEN,R5C2PM_MON,MON,144,5,10,3,R5C2PM_141
-0.067986253767734,PATHOGEN,R6C1PK_TUE,TUE,0,6,11,3,R6C1PK_16
-0.055877303894685,PATHOGEN,R6C1PK_WED,WED,24,6,11,3,R6C1PK_16
-0.047436880920936,PATHOGEN,R6C1PK_THU,THU,48,6,11,3,R6C1PK_58
0.120877630543343,PATHOGEN,R6C1PK_THU,THU,48,6,11,3,R6C1PK_38
0.271903509976691,PATHOGEN,R6C1PK_THU,THU,48,6,11,3,R6C1PK_53
-0.08637493448451,PATHOGEN,R6C1PK_THU,THU,48,6,11,3,R6C1PK_16
0.348719136115945,PATHOGEN,R6C1PK_FRI,FRI,72,6,11,3,R6C1PK_67
0.035984799791101,PATHOGEN,R6C1PK_FRI,FRI,72,6,11,3,R6C1PK_38
0.097230031298855,PATHOGEN,R6C1PK_FRI,FRI,72,6,11,3,R6C1PK_53
-0.077103639066768,PATHOGEN,R6C1PK_FRI,FRI,72,6,11,3,R6C1PK_16
0.199965806446229,PATHOGEN,R6C1PK_MON,MON,144,6,11,3,R6C1PK_90
0.192471565907252,PATHOGEN,R6C1PK_MON,MON,144,6,11,3,R6C1PK_67
0.041925681347973,PATHOGEN,R6C1PK_MON,MON,144,6,11,3,R6C1PK_38
-0.093076366629982,PATHOGEN,R6C1PK_MON,MON,144,6,11,3,R6C1PK_91
0.096690425011277,PATHOGEN,R6C1PK_MON,MON,144,6,11,3,R6C1PK_96
-0.093076366629982,PATHOGEN,R6C1PK_MON,MON,144,6,11,3,R6C1PK_16
0.844430563256039,SHAM,R6C2SM_TUE,TUE,0,6,12,3,R6C2SM_6
0.610087881201717,SHAM,R6C2SM_WED,WED,24,6,12,3,R6C2SM_6
0.297096099421686,SHAM,R6C2SM_WED,WED,24,6,12,3,R6C2SM_8
0.704017512399942,SHAM,R6C2SM_THU,THU,48,6,12,3,R6C2SM_21
0.666830629106729,SHAM,R6C2SM_THU,THU,48,6,12,3,R6C2SM_38
0.04055928929421,SHAM,R6C2SM_THU,THU,48,6,12,3,R6C2SM_8
0.810400583169845,SHAM,R6C2SM_THU,THU,48,6,12,3,R6C2SM_6
0.606591055252862,SHAM,R6C2SM_FRI,FRI,72,6,12,3,R6C2SM_38
0.016281944517771,SHAM,R6C2SM_FRI,FRI,72,6,12,3,R6C2SM_8
0.678475554062367,SHAM,R6C2SM_FRI,FRI,72,6,12,3,R6C2SM_21
0.705867568683644,SHAM,R6C2SM_FRI,FRI,72,6,12,3,R6C2SM_6
0.777619450972208,SHAM,R6C2SM_MON,MON,144,6,12,3,R6C2SM_21
0.990986984228574,SHAM,R6C2SM_MON,MON,144,6,12,3,R6C2SM_38
-0.00785010223635,SHAM,R6C2SM_MON,MON,144,6,12,3,R6C2SM_8
1,SHAM,R6C2SM_MON,MON,144,6,12,3,R6C2SM_6
0.526911675041523,SHAM,R7C1SK_WED,WED,24,7,13,4,R7C1SK_5
0.158757857998862,SHAM,R7C1SK_WED,WED,24,7,13,4,R7C1SK_25
0.158757857998862,SHAM,R7C1SK_WED,WED,24,7,13,4,R7C1SK_1
0.142421630258811,SHAM,R7C1SK_WED,WED,24,7,13,4,R7C1SK_7
0.296148895122387,SHAM,R7C1SK_THU,THU,48,7,13,4,R7C1SK_1
0.76430086556927,SHAM,R7C1SK_THU,THU,48,7,13,4,R7C1SK_5
0.76175190527143,SHAM,R7C1SK_FRI,FRI,72,7,13,4,R7C1SK_26
0.232550840992148,SHAM,R7C1SK_FRI,FRI,72,7,13,4,R7C1SK_5
0.364417674163313,SHAM,R7C1SK_FRI,FRI,72,7,13,4,R7C1SK_42
0.124194030464344,SHAM,R7C1SK_FRI,FRI,72,7,13,4,R7C1SK_43
0.473388969422511,SHAM,R7C1SK_MON,MON,144,7,13,4,R7C1SK_26
0.600283801634751,SHAM,R7C1SK_MON,MON,144,7,13,4,R7C1SK_5
0.815686940935603,SHAM,R7C1SK_MON,MON,144,7,13,4,R7C1SK_43
0.459985586699626,SHAM,R7C1SK_MON,MON,144,7,13,4,R7C1SK_42
0.348266499295945,PATHOGEN,R7C2PM_WED,WED,24,7,14,4,R7C2PM_9
0.35279239904942,PATHOGEN,R7C2PM_THU,THU,48,7,14,4,R7C2PM_9
0.652887605188909,PATHOGEN,R7C2PM_FRI,FRI,72,7,14,4,R7C2PM_68
0.340899402350456,PATHOGEN,R7C2PM_MON,MON,144,7,14,4,R7C2PM_68
0.300462008057396,PATHOGEN,R8C1PL_THU,THU,48,8,15,4,R8C1PL_38
0.235415170750363,PATHOGEN,R8C1PL_FRI,FRI,72,8,15,4,R8C1PL_38
-0.040624167468011,PATHOGEN,R8C1PL_FRI,FRI,72,8,15,4,R8C1PL_7
0.141487608950422,PATHOGEN,R8C1PL_MON,MON,144,8,15,4,R8C1PL_25
0.267141330992372,PATHOGEN,R8C1PL_MON,MON,144,8,15,4,R8C1PL_38
-0.058657615353362,PATHOGEN,R8C1PL_MON,MON,144,8,15,4,R8C1PL_7
-0.027244505240136,SHAM,R8C2SL_TUE,TUE,0,8,16,4,R8C2SL_32
0.050312923910429,SHAM,R8C2SL_WED,WED,24,8,16,4,R8C2SL_22
0.048214131901094,SHAM,R8C2SL_WED,WED,24,8,16,4,R8C2SL_6
0.291312506057786,SHAM,R8C2SL_THU,THU,48,8,16,4,R8C2SL_9
0.587593933013064,SHAM,R8C2SL_THU,THU,48,8,16,4,R8C2SL_6
0.100040609983656,SHAM,R8C2SL_THU,THU,48,8,16,4,R8C2SL_112
0.168569196385948,SHAM,R8C2SL_FRI,FRI,72,8,16,4,R8C2SL_6
0.019370684232211,SHAM,R8C2SL_FRI,FRI,72,8,16,4,R8C2SL_118
0.108777561303951,SHAM,R8C2SL_FRI,FRI,72,8,16,4,R8C2SL_112
0.106399344620414,SHAM,R8C2SL_FRI,FRI,72,8,16,4,R8C2SL_133
0.185173280638709,SHAM,R8C2SL_MON,MON,144,8,16,4,R8C2SL_144
0.01404648048884,SHAM,R8C2SL_MON,MON,144,8,16,4,R8C2SL_118
0.085759798120656,SHAM,R8C2SL_MON,MON,144,8,16,4,R8C2SL_169
0.851727042965458,SHAM,R9C1SL_WED,WED,24,9,17,5,R9C1SL_11
0.240756216406573,SHAM,R9C1SL_THU,THU,48,9,17,5,R9C1SL_32
0.705994422986988,SHAM,R9C1SL_THU,THU,48,9,17,5,R9C1SL_11
0.224392503940278,SHAM,R9C1SL_THU,THU,48,9,17,5,R9C1SL_17
0.110782909528286,SHAM,R9C1SL_FRI,FRI,72,9,17,5,R9C1SL_37
0.551968005304118,SHAM,R9C1SL_FRI,FRI,72,9,17,5,R9C1SL_32
0.282490894176949,SHAM,R9C1SL_FRI,FRI,72,9,17,5,R9C1SL_23
0.062245161011677,SHAM,R9C1SL_MON,MON,144,9,17,5,R9C1SL_37
0.127402960417541,SHAM,R9C1SL_MON,MON,144,9,17,5,R9C1SL_23
0.248462361774524,SHAM,R9C1SL_MON,MON,144,9,17,5,R9C1SL_44
0.226014260860644,SHAM,R9C1SL_MON,MON,144,9,17,5,R9C1SL_48
0.694436158826524,SHAM,R9C1SL_MON,MON,144,9,17,5,R9C1SL_32
0.657534246575343,PATHOGEN,R9C2PL_TUE,TUE,0,9,18,5,R9C2PL_1
0.124606670862177,PATHOGEN,R9C2PL_WED,WED,24,9,18,5,R9C2PL_1
0.604426416943422,PATHOGEN,R9C2PL_THU,THU,48,9,18,5,R9C2PL_1
0.41532367833614,PATHOGEN,R9C2PL_THU,THU,48,9,18,5,R9C2PL_30
0.480404166893514,PATHOGEN,R9C2PL_THU,THU,48,9,18,5,R9C2PL_37
0.395257913986638,PATHOGEN,R9C2PL_FRI,FRI,72,9,18,5,R9C2PL_4
0.062782191953591,PATHOGEN,R9C2PL_FRI,FRI,72,9,18,5,R9C2PL_1
0.21683692773364,PATHOGEN,R9C2PL_FRI,FRI,72,9,18,5,R9C2PL_37
0.351645856980707,PATHOGEN,R9C2PL_FRI,FRI,72,9,18,5,R9C2PL_40
0.196361838486314,PATHOGEN,R9C2PL_MON,MON,144,9,18,5,R9C2PL_40
0.219362563193593,PATHOGEN,R9C2PL_MON,MON,144,9,18,5,R9C2PL_37
0.089875344527003,PATHOGEN,R9C2PL_MON,MON,144,9,18,5,R9C2PL_4
0.053136832883671,PATHOGEN,R9C2PL_MON,MON,144,9,18,5,R9C2PL_1
0.324133827697592,PATHOGEN,R10C1PL_WED,WED,24,10,19,6,R10C1PL_6
1,PATHOGEN,R10C1PL_WED,WED,24,10,19,6,R10C1PL_20
0.281772014743591,PATHOGEN,R10C1PL_WED,WED,24,10,19,6,R10C1PL_21
0.138353041036152,PATHOGEN,R10C1PL_WED,WED,24,10,19,6,R10C1PL_24
1,PATHOGEN,R10C1PL_THU,THU,48,10,19,6,R10C1PL_6
0.158389822815965,PATHOGEN,R10C1PL_THU,THU,48,10,19,6,R10C1PL_21
0.113138889604857,PATHOGEN,R10C1PL_THU,THU,48,10,19,6,R10C1PL_24
0.343900620721265,PATHOGEN,R10C1PL_THU,THU,48,10,19,6,R10C1PL_40
0.134883696783598,PATHOGEN,R10C1PL_FRI,FRI,72,10,19,6,R10C1PL_40
0.13571434133781,PATHOGEN,R10C1PL_FRI,FRI,72,10,19,6,R10C1PL_24
0.099359798014938,PATHOGEN,R10C1PL_FRI,FRI,72,10,19,6,R10C1PL_6
0.248668156635336,PATHOGEN,R10C1PL_FRI,FRI,72,10,19,6,R10C1PL_21
0.432697457621992,PATHOGEN,R10C1PL_FRI,FRI,72,10,19,6,R10C1PL_17
0.062697897609909,PATHOGEN,R10C1PL_MON,MON,144,10,19,6,R10C1PL_40
